rank,video_id,title,publishedAt,channelId,channelTitle,categoryId,category,trending_date,tags,view_count,likes,dislikes,comment_count,duration
121,pkdKewMqQNc,Maggie Returns | The Walking Dead Season 10 Finale Sneak Peek,2020-04-06T02:00:07.000Z,UCmWyesNAlftV3kJlFhD6q6w,The Walking Dead,24,Entertainment,20.04.10,"""walking dead season finale|walking dead season 10 finale|walking dead season 10 episode 16|walking dead maggie|maggie returns walking dead|maggie returns twd|walking dead whisperer war|highlights walking dead|walking dead moments|the walking dead show|best walking dead|The walking dead|walking dead|walking dead amc|amc|TWD|the walking dead season|zombies|zombie show|zombie outbreak|apocalypse|apocalypse tv show|tv series""",502195,9143,317,2834,161
122,eaGnyaR2B7s,Adam Savage Explains His Scary Hand Injury!,2020-04-06T14:00:17.000Z,UCiDJtJKMICpb9B1qf7qjEOA,Adam Savage’s Tested,28,Science & Technology,20.04.10,"""tested|adam savage|ask adam|tools|workshop|cave|tested adam savage|inside adam savages cave|ask adam anything|ask adam savage anything|adam savage jamie hyneman|adam and jamie|adam savage answers|ask adam savage|adam savage cosplay|adam savage tested|mythbusters|mythbusters tv show|injury|hand|lathe|finger|cut|story""",555666,25534,356,5088,758
123,sQxn1Pykbyg,Gordon Ramsay Shows How To Make A Lamb Chop Dish At Home | Ramsay in 10,2020-04-05T16:00:11.000Z,UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,24,Entertainment,20.04.10,"""Gordon|Gordon Ramsay|Ramsay|Ramsey|Chef Ramsay|Recipe|Recipes|Food|Cooking|Cookery|gordon ramsay cooking|gordon ramsay cooking tips|gordon ramsay cooking tutorial|gordon ramsay lamb|gordon ramsay lamb chops|gordon ramsay lamb recipe|gordon ramsay son|gordon ramsay lamb chops recipe|lamb|lamb chops|lamb recipe|lamb chops recipe""",4257788,118070,2431,11895,943
124,C3a6KuP1X14,The Nanny Episode 1: Pandemic Table Read #WithMe,2020-04-06T16:00:06.000Z,UCz97F7dMxBNOfGYu3rx8aCw,Sony Pictures Entertainment,24,Entertainment,20.04.10,"""The Nanny|The Nanny Episode 1|Nanny Table Read|Fran Drescher|The Nanny Table Read|The Nanny Fran Drescher|Pandemic Table Read|Stay Home|With Me|Sony Pictures Television|Sony The Nanny|Charles Shaughnessy|Daniel David|Lauren Lane|Fran Fine|The Nanny Roku|The Nanny Ep 1|Ep 1 Table Read|Quarantine Content|The Nanny Quarantine""",1086046,38873,135,4237,1989
125,QOYvWpYDr3Q,Bitten While Defending A Friend,2020-04-04T19:00:10.000Z,UCu6v4AdYxVH5fhfq9mi5llA,Let Me Explain Studios,1,Film & Animation,20.04.10,"""bitten|while|defending|friend|Rebecca Parham|Let Me Explain Studios|animated|animator|storytime|storytelling|storyteller|cartoon|funny|animation|school""",3762791,188072,2368,22647,501
126,2jna3dWEnzo,The Strokes - Brooklyn Bridge To Chorus (Audio),2020-04-06T12:00:05.000Z,UC_JnlnBEy6F7CuwIQ-KSGBg,thestrokesVEVO,10,Music,20.04.10,"""brooklyn bridge song|the strokes brooklyn bridge|brooklyn bridge the strokes|brooklyn bridge the new abnormal|brooklyn bridge to chorus the strokes|the strokes brooklyn bridge to chorus|brooklyn bridge to chorus audio|brooklyn bridge to chorus official|the strokes brooklyn bridge lyrics|the strokes brooklyn bridge to chorus official lyrics|brooklyn bridge to chorus lyrics|bad decisions video|making bad decisions|the|strokes|bad""",721384,42418,408,3083,238
127,fm9An7atrMo,My Pregnant Cat Is Going Into Labor,2020-04-06T21:15:02.000Z,UCE4hoGDQruxi8_hUqB6tLVw,Joey Graceffa Vlogs,15,Pets & Animals,20.04.10,"""joey graceffa|joey graceffa vlogs|joey graceffa youtube|youtube joey graceffa|joey graceffa vlogs youtube|youtube joey graceffa vlogs|pregnant cat|cat gives birth|kittens|kittens born|cat rescue|cat foster|baby kittens|cat adoption|kitten adoption""",698288,46116,689,7034,615
128,GtuJbJ4VwQA,Doobie - I Don't Wanna Talk About Love (Official Video),2020-04-06T00:00:14.000Z,UCdAFbocCSvZy46rh0bUEDIg,Doobie,10,Music,20.04.10,"""doobie|new doobie|doobie 2020|i dont wanna talk about love|doobie music|scfmg|idwtal|doobie video|doobie bandit|doobie bvndit|columbus hip hop|hip hop|rap|new hip hop|Doobie I don't wanna talk about love|Hip Hop playlist|Doobie Playlist|New doobie song|trap|trap playlist|hip hop nation|trap nation""",611676,13410,283,598,144
129,oQLymYQUYVs,LA Mayor Eric Garcetti gives coronavirus update| NBC News,2020-04-07T01:26:07.000Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,News & Politics,20.04.10,"""[none]""",515696,1387,256,440,3603
130,5xNrAVoFT0o,"Game Theory: FNAF, The Grave Robber (Five Nights At Freddy's)",2020-04-04T18:05:12.000Z,UCo_IB5145EVNcf8hw1Kku7w,The Game Theorists,20,Gaming,20.04.10,"""FNAF|five nights at freddy's|fnaf theory|five nights at freddy's theory|fazbear frights|fnaf fetch|five nights at freddys|fnaf ar|fnaf vr|fnaf vr help wanted|fnaf vr ending|fnaf vr dlc|fnaf help wanted|fnaf special delivery|new fnaf teaser|fnaf sister location|sister location|fnaf world|scott cawthon|new fnaf|fnaf trailer|new fnaf trailer|fnaf books|game theory|game theorists|matpat|game theory FNAF|matpat fnaf|fnaf""",3672954,207972,3326,25473,1255
131,yxt6f9purlM,"Crushing Crunchy & Soft Things by Car! EXPERIMENT: Car vs Coca Cola, Fanta, Mirinda Balloons",2020-04-06T14:07:51.000Z,UCqsS8fU6yVxrJr5y_CoUn3w,HaerteTest,28,Science & Technology,20.04.10,"""Experiment|Crunchy|Soft|vs|Car|Crushing|Balloons|and More|by car|car experiment|Warning|Dangerous|Crash|Test|Dont|Try|This|by|yourself|coca|cola|with|balloons|vs car|crunchy & soft|things|coca cola|fanta|mirinda|water|ballons|for kids|colors|water ballons|ice cream|and more|crushing by car|slime|foam|fun|iphones|amazing|wow|show|coke|candy|glitter|glider|challenge|destroy|destruction|iphone x|slow|motion|will it survive?|top 10|life|hack|gear""",15421748,61665,32461,4844,197
132,OzbWMNTweXs,UPDATE on my Son...,2020-04-06T21:15:00.000Z,UCke6I9N4KfC968-yRcd5YRg,SSundee,20,Gaming,20.04.10,"""[none]""",2362864,186448,1640,30723,458
133,DYiIlP8FbOg,Pittsburgh Dad Homeschooling the Kids,2020-04-06T14:47:32.000Z,UCXy7f-o2lGoF1PZ-FKeDtSg,Pittsburgh Dad,23,Comedy,20.04.10,"""Pittsburgh Dad|Curt Wootton|Chris Preksta|Steelers|Penguins|Pens|Pirates|Kennywood|Pittsburgh|funny|comedy|sitcom|skit|sketch|stand-up""",132888,3769,102,251,118
134,-sKqPjhSiq0,MAX 최강창민 'Chocolate' MV,2020-04-06T09:00:12.000Z,UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,10,Music,20.04.10,"""MAX|Chocolate|MV|music video|TVXQ!|Solo|Mini Album|최강창민|초콜릿|뮤직비디오|뮤비|동방신기|솔로|미니앨범|티저|최초공개|premiere""",1841088,226947,2221,12558,177
135,a_3udEttUaU,when you wake blathers,2020-04-05T19:36:06.000Z,UC6MFZAOHXlKK1FI7V0XQVeA,ProZD,1,Film & Animation,20.04.10,"""blathers|when you wake|owl|museum|animal crossing|new horizons|leaf|nintendo|switch|hoo|hoot|loud|scream|waking""",521587,37039,339,887,4
136,L6P3nI6VnlY,Extraction | Official Trailer | Netflix,2020-04-07T11:00:00.000Z,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,24,Entertainment,20.04.10,"""Action|Chris Hemsworth|Russo Brothers|Movie|Thriller|David Harbour|Netflix|Trailer|Golshifteh Farahani|Sam Hargrave|Stunts|Avengers|Thor|Joe Russo|Anthony Russo""",3095680,116629,1555,7283,183
137,E_iMRrjJbhk,Brie & Bryan mourn the loss of Josie at her funeral – Total Bellas Exclusive,2020-04-05T13:28:59.000Z,UCIJnHb6meZoOjKF68h35QgQ,The Bella Twins,22,People & Blogs,20.04.10,"""the bella twin|bellas|brie bella|nikki bella|bella wwe|bella youtube channel|nikki bella vlog|brie bella vlog|wwe vlogs|Total Bellas|Brie Bella|Nikki Bella|Artem Chigvintsev|Daniel Bryan|Birdie Joe Danielson|Josie|Brie & Bryan's Bulldog|total bellas clips|new season total bellas|brie bella dog|daniel bryan dog|josie bella|josie danielson|dog death""",1067049,22162,1488,1981,128
138,OOJqHPfG7pA,"What Coronavirus Symptoms Look Like, Day By Day",2020-03-18T17:52:24.000Z,UC9uD-W5zQHQuAVT2GdcLCvg,Science Insider,28,Science & Technology,20.04.10,"""Business Insider|Science Insider""",13896063,185512,5147,16097,319
139,obt6HZh__CE,"hey, been a while",2020-04-03T21:10:29.000Z,UCiYcA0gJzg855iSKMrX3oHg,CoryxKenshin,22,People & Blogs,20.04.10,"""coryxkenshin|cory|kenshin|returns|2020|is|back|im|disappeared|never|coming|when|he|funny|hilarious|moments|vlog|japan|make a wish|9 months|stopped|uploading|on|youtube|comeback|hiatus|break|shogun|samurai""",5109774,708822,6305,336896,951
140,xWggTb45brM,Drake - Toosie Slide,2020-04-03T04:15:05.000Z,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,10,Music,20.04.10,"""Drake|Toosie|Slide|OVO|Hip|Hop""",21837667,845040,31591,9571,312
141,wlE7KOUXYQY,PLUS ULTRA PROMINENCE BURN! | My Hero Academia,2020-04-04T19:00:28.000Z,UC6pGDc4bFGD1_36IKv3FnYg,Crunchyroll Collection,1,Film & Animation,20.04.10,"""crunchyroll|anime|anime trailer|anime preview|anime full episode|crunchyroll collection|daily clips|anime pv|anime op|anime opening|anime highlights|mha|bnha|my hero academia|boku no hero academia|僕のヒーローアカデミア|season 4|s4|episode 88|ep88|endeavor|nomu|prominence burn|plus ultra|fight|battle|vs""",2177698,71742,437,6342,126
142,NZUcXxKjIJk,I Tried the Worst Rated Amazon Nail Products,2020-04-04T15:30:10.000Z,UCGCVyTWogzQ4D170BLy2Arw,Simply Nailogical,24,Entertainment,20.04.10,"""nails|nail art|nail tutorial|beauty tutorial|nail art tutorial|diy nails|diy nail art|simply nailogical|cristine|amazon|lowest rated|1-star|one star|bad reviews|low rated|testing|trying|i tried|worst|worst products|amazon nail products|amazon worst|worst rated|1 star review|simply testing|testing out|vacuum nails|nail dust|dust collector|weird products|weird amazon|strange|weird nail tools""",2088622,100941,1461,5632,1180
143,QtvNc9vhx94,New York: the new deadly epicentre of the coronavirus crisis | 60 Minutes Australia,2020-03-30T02:13:27.000Z,UC0L1suV8pVgO4pCAIBNGx5w,60 Minutes Australia,24,Entertainment,20.04.10,"""60 Minutes|60 Minutes Australia|Liz Hayes|Charles Wooley|Tara Brown|Liam Bartlett|Allison Langdon|Tom Steinfort|Ellen Fanning|Peter Overton|Tracey Curro|Paul Barry|Peter Harvey|Michael Usher|Ross Coulthart|George Negus|Ian Leslie|Gerald Stone|Sarah Abo|coronavirus|covid19|covid|new york|nyc|new york coronavirus epicentre|new york icu|hospitals|coronavirus patients|ventilator shortage|ppe shortage""",685549,7728,530,0,408
144,alOwWr7NsIk,OUR MORNING ROUTINE IN QUARANTINE...,2020-04-04T21:13:56.000Z,UCWwWOFsW68TqXE-HZLC3WIA,The ACE Family,22,People & Blogs,20.04.10,"""the ace family our morning routine in quarantine|ace family our morning routine in quaratine|our morning routine in quarantine|our morning routine|our new morning routine|morning routine|the ace family|ace family|ace family morning routine|family morning routine""",4330953,192095,3452,22735,1644
145,KfhSDcy-9RA,Lava vs Iphone XS!,2020-04-05T20:17:46.000Z,UCUaT_39o1x6qWjz7K2pWcgw,BeastHacks,24,Entertainment,20.04.10,"""life hacks|crafts|slime|do it yourself|diy|lifehacks|dily projects|useful things|how to|experiment|experiments|diy activities|handcraft|prank|funny|challenge|pranks|secret|diy slime|laugh|new|skills|tricks|tips|fun""",274747,9910,759,1045,717
